time	  	Lax                    Lay	                Laz	                Aa
0.032228076	0.032628118991852	0.523808479309082	0.333581924438477	0.621865594366755
0.042237845	0.168071150779724	0.541243553161621	0.532565116882324	0.77770052030542
0.052247692	0.140805900096893	0.287895202636719	0.443035125732422	0.546799846229017
0.062226846	-0.175346523523331	0.466197013854981	-0.238171577453613	0.552097599474732
0.072236615	-0.104165881872177	0.579523086547852	0.060925483703613	0.591953928403787
0.082246461	0.038778126239777	0.496331214904785	-0.012549877166748	0.498001925077031
0.092225615	0.189666390419006	0.318567276000977	-0.462724208831787	0.592935192438651
0.102235384	0.203332543373108	0.218559265136719	-0.818753242492676	0.871475270827549
0.11224523	0.275806307792664	0.171616554260254	-1.04746985435486	1.09668338954165
0.122224384	0.271558582782745	-0.026884078979492	-1.1295657157898	1.16206089507963
0.132234153	0.395742118358612	-0.34660530090332	-0.918470621109009	1.05845894615597
0.142244	0.477611541748047	-0.569232940673828	-0.577715396881104	0.941219424657508
0.152223153	0.368004441261291	-0.627643585205078	-0.393520355224609	0.82717713267064
0.162233	0.173673868179321	-0.598725318908691	-0.237205028533936	0.667008879665382
0.172242769	-0.337015569210052	-0.401943206787109	0.102572441101074	0.534470711120557
0.182221923	-0.502857565879822	-0.204358100891113	0.4829421043396	0.726540460749684
0.192231692	-0.324002474546432	-0.100162506103516	0.727770328521729	0.802907081932756
0.202241538	-0.17634105682373	-0.071028709411621	0.668681621551514	0.695180808770749
0.212220692	0.009460031986237	-0.046627044677734	0.533720016479492	0.535836383135216
0.222230538	0.150008141994476	0.112662315368652	0.267242431640625	0.326517621634813
0.232240307	0.210130214691162	0.251511573791504	0.026591777801514	0.328815908258524
0.242219461	0.109619498252869	0.354172706604004	-0.108541011810303	0.386310615625847
0.252229308	-0.027558445930481	0.334807395935059	-0.094327449798584	0.348931408876333
0.262239077	-0.144595086574554	0.252965927124023	-0.108321189880371	0.310858455770981
0.272218231	-0.185295939445496	0.201842308044434	-0.107258796691895	0.29424369485086
0.282228077	-0.041720688343048	0.179638862609863	-0.052641868591309	0.19178608688945
0.292237846	0.024462938308716	0.141279220581055	-0.107606887817383	0.179269338773894
0.302247692	0.033464193344116	0.066169738769531	-0.342199802398682	0.350141387623196
0.312226846	-0.019737780094147	0.059033393859863	-0.735950469970703	0.738578104064667
0.322236615	0.11571592092514	-0.019354820251465	-1.03220653533936	1.03885278794437
0.332246462	0.158870577812195	-0.046005249023438	-1.03193426132202	1.04510509668756
